ll,name,distance
"43.646552,-79.406468",Global Tesol College,914.0
"43.647259,-79.379878",Chestnut Residence,881.0
"43.647259,-79.379878",Institute of Corporate Directors,321.0
"43.647259,-79.379878",Wilfrid Laurier University - MBA School,376.0
"43.647259,-79.379878",Ontario Research and Innovation Optical,388.0
"43.647259,-79.379878",Smarten Up Institute,459.0
"43.647259,-79.379878",Csi Exam Centre,502.0
"43.647259,-79.379878",Canadian Securities Institute,577.0
"43.647259,-79.379878",Manhattan GMAT,578.0
"43.647259,-79.379878",Rider Training Institute,754.0
"43.647259,-79.379878",OCAD Graduate Studies,761.0
"43.647259,-79.379878",Social Body Lab,772.0
"43.647259,-79.379878",OCAD at 230 Richmond,773.0
"43.647259,-79.379878",DFI headquarters - OCAD,775.0
"43.647259,-79.379878",CMU College of Makeup Art & Design,790.0
"43.647259,-79.379878",George Brown College Gym,862.0
"43.647259,-79.379878",George Brown College,866.0
"43.647259,-79.379878",George Brown College - Transitions to Post-Secondary Education,894.0
"43.647259,-79.379878",Good Food Market at GBC - St. James Campus,905.0
"43.647259,-79.379878",George Brown College LIAD 224A,906.0
"43.647259,-79.379878",George Brown College - Centre for Preparatory & Liberal Studies,929.0
"43.647259,-79.379878",George Brown College School of Design Waterfront Campus,935.0
"43.647259,-79.379878",George Brown Building D,939.0
"43.647259,-79.379878",TRSM Career Development & Employment Partnership Centre,946.0
"43.647259,-79.379878",George Brown College Centre for Hospitality and Culinary Arts,951.0
"43.647259,-79.379878",Ted Rogers School of Management,959.0
"43.647259,-79.379878",Information Technology Management Student Association,965.0
"43.647259,-79.379878",George Brown College St. James Campus,972.0
"43.647259,-79.379878",Ryerson University Human Resources,980.0
"43.647259,-79.379878",College of Sports Media,1003.0
"43.647259,-79.379878",Ryerson University,1011.0
"43.647259,-79.379878",George Brown College Continuing Education,1143.0
"43.647259,-79.379878",Stepthen Overbury Seminars Inc,201.0
"43.647259,-79.379878",Connect School of Language,2965.0
"43.647259,-79.379878",The David Asper Centre for Constitutional Righ ts,307.0
"43.647259,-79.379878",Canadian Centre For Verbatim Studies,353.0
"43.647259,-79.379878",Orano,375.0
"43.647259,-79.379878",York Univeristy Schulich School of Business,3806.0
"43.647259,-79.379878",University of Toronto - Scarborough,421.0
"43.647259,-79.379878",NIC Newton International College,476.0
"43.647259,-79.379878",Canadore College,640.0
"43.647259,-79.379878",Uniglobe Consulting Inc,640.0
"43.647259,-79.379878",Custom Comfort Care Inc,640.0
"43.647259,-79.379878",Collages Ontario,644.0
"43.647259,-79.379878",Iseehear Inc,656.0
"43.647259,-79.379878",Canadian College of Osteopathy,762.0
"43.647259,-79.379878",Ocad,768.0
"43.647259,-79.379878",University of Toronto,820.0
"43.647259,-79.379878",RGMG - Ryerson Global Management Group,960.0
"43.713524,-79.400162",iae TORONTO ARABIC,593.0
"43.713524,-79.400162",Tanwood International College Toronto,688.0
"43.713524,-79.400162",Tamwood Language Centres,689.0
"43.713524,-79.400162",Woori Education,734.0
"43.713524,-79.400162",Toronto Film College,746.0
"43.713524,-79.400162","London School of Business and Finance, Canada",756.0
"43.713524,-79.400162",Uccbt,763.0
"43.713524,-79.400162",King George International College,769.0
"43.713524,-79.400162",Oxford College of Canada Inc,775.0
"43.713524,-79.400162",Medlink Academy of Canada,778.0
"43.713524,-79.400162",Centre for Inquiry Canada,786.0
"43.713524,-79.400162",The Irish Experience,797.0
"43.713524,-79.400162",King George International Business College,799.0
"43.713524,-79.400162",EC Toronto Library,841.0
"43.713524,-79.400162",Centennial College at Eglinton,842.0
"43.713524,-79.400162",Ec Holdings Ec Toronto,848.0
"43.713524,-79.400162",Canadian Schl of Nat Nutrution,858.0
"43.713524,-79.400162",Everest College,863.0
"43.713524,-79.400162",John Ross Robertson Public School,905.0
"43.713524,-79.400162",Urban International School,906.0
"43.713524,-79.400162",CanadaPoint,911.0
"43.713524,-79.400162",PREPSKILLS Inc,247.0
"43.713524,-79.400162",The IELTS School of Toronto,6684.0
"43.713524,-79.400162",Catholic Principal Council of Ontario,698.0
"43.713524,-79.400162",Grade Expectations,700.0
"43.713524,-79.400162",IBT College of Business,760.0
"43.713524,-79.400162",Global Care Academy,775.0
"43.713524,-79.400162",Envirimed Inc,779.0
"43.713524,-79.400162",Toronto Meia & Film College,781.0
"43.713524,-79.400162",Upper Career College Business & Tech Inc,785.0
"43.713524,-79.400162",Lasalle College Intl Toronto,808.0
"43.713524,-79.400162",Birmingham International College,852.0
"43.713524,-79.400162",Healthtech Inc,951.0
"43.65003919999999,-79.3733541",George Brown College,257.0
"43.65003919999999,-79.3733541",George Brown College Gym,257.0
"43.65003919999999,-79.3733541",CMU College of Makeup Art & Design,275.0
"43.65003919999999,-79.3733541",George Brown College - Transitions to Post-Secondary Education,285.0
"43.65003919999999,-79.3733541",Good Food Market at GBC - St. James Campus,296.0
"43.65003919999999,-79.3733541",George Brown College LIAD 224A,299.0
"43.65003919999999,-79.3733541",George Brown College - Centre for Preparatory & Liberal Studies,320.0
"43.65003919999999,-79.3733541",George Brown Building D,337.0
"43.65003919999999,-79.3733541",George Brown College Centre for Hospitality and Culinary Arts,346.0
"43.65003919999999,-79.3733541",Evergreen College,367.0
"43.65003919999999,-79.3733541",George Brown College St. James Campus,379.0
"43.65003919999999,-79.3733541",College of Sports Media,394.0
"43.65003919999999,-79.3733541",George Brown College St. James,427.0
"43.65003919999999,-79.3733541",Act 1036,480.0
"43.65003919999999,-79.3733541",George Brown College Continuing Education,544.0
"43.65003919999999,-79.3733541",Ontario Research and Innovation Optical,625.0
"43.65003919999999,-79.3733541",George Brown School of Design,656.0
"43.65003919999999,-79.3733541",George Brown College School of Design Waterfront Campus,719.0
"43.65003919999999,-79.3733541",Infoscape Research Lab,800.0
"43.65003919999999,-79.3733541",Campus Facilities & Sustainability,832.0
"43.65003919999999,-79.3733541",Creative Innovation Studio,851.0
"43.65003919999999,-79.3733541",Manhattan GMAT,862.0
"43.65003919999999,-79.3733541",Centre for Urban Energy,868.0
"43.65003919999999,-79.3733541",Wilfrid Laurier University - MBA School,876.0
"43.65003919999999,-79.3733541",Victoria Building,900.0
"43.65003919999999,-79.3733541",George Brown College - Waterfront Campus,914.0
"43.65003919999999,-79.3733541",Institute of Corporate Directors,918.0
"43.65003919999999,-79.3733541",HEI 201 GCM Lecture Hall,926.0
"43.65003919999999,-79.3733541",Image Arts Lounge,935.0
"43.65003919999999,-79.3733541",Ryerson University Human Resources,940.0
"43.65003919999999,-79.3733541",Ryerson University School of Image Arts,950.0
"43.65003919999999,-79.3733541",Ryerson University,952.0
"43.65003919999999,-79.3733541",Rye High Eng,958.0
"43.65003919999999,-79.3733541",Chang School for Continuing Education,958.0
"43.65003919999999,-79.3733541",TRSM Career Development & Employment Partnership Centre,968.0
"43.65003919999999,-79.3733541",Ryerson University Central Placement Office,973.0
"43.65003919999999,-79.3733541",Ryerson University Chinese Students' Association,975.0
"43.65003919999999,-79.3733541",Ted Rogers School of Management,978.0
"43.65003919999999,-79.3733541",Information Technology Management Student Association,987.0
"43.65003919999999,-79.3733541",Ryerson University Campus Store,988.0
"43.65003919999999,-79.3733541",Kerr Hall West Room 057,988.0
"43.65003919999999,-79.3733541",RTA Productions,991.0
"43.65003919999999,-79.3733541",Ryerson University,1048.0
"43.65003919999999,-79.3733541",Canadore College,164.0
"43.65003919999999,-79.3733541",Institute Without Boundaries,197.0
"43.65003919999999,-79.3733541",NIC Newton International College,211.0
"43.65003919999999,-79.3733541",University of Toronto,217.0
"43.65003919999999,-79.3733541",Orano,256.0
"43.65003919999999,-79.3733541",York Univeristy Schulich School of Business,4181.0
"43.65003919999999,-79.3733541",The David Asper Centre for Constitutional Righ ts,505.0
"43.653264,-79.382458",Ryerson Recreation and Athletics Centre,628.0
"43.653264,-79.382458",Chestnut Residence,248.0
"43.653264,-79.382458",TRSM Career Development & Employment Partnership Centre,251.0
"43.653264,-79.382458",Ted Rogers School of Management,265.0
"43.653264,-79.382458",Information Technology Management Student Association,270.0
"43.653264,-79.382458",Ryerson University Human Resources,309.0
"43.653264,-79.382458",University of Liverpool Online Degress - Information Session,390.0
"43.653264,-79.382458",VerveSmith - Independent Educational Consultants,418.0
"43.653264,-79.382458",Victoria Building,439.0
"43.653264,-79.382458",Ryerson University Student Learning Centre,488.0
"43.653264,-79.382458",Creative Innovation Studio,490.0
"43.653264,-79.382458",Campus Facilities & Sustainability,492.0
"43.653264,-79.382458",Infoscape Research Lab,511.0
"43.653264,-79.382458",Wilfrid Laurier University - MBA School,522.0
"43.653264,-79.382458",Ryerson University,542.0
"43.653264,-79.382458",Ryerson University Library 4th Floor,544.0
"43.653264,-79.382458",Kerr Hall West Room 057,547.0
"43.653264,-79.382458",Library Building,552.0
"43.653264,-79.382458",Ryerson University School of Image Arts,553.0
"43.653264,-79.382458",HEI 201 GCM Lecture Hall,555.0
"43.653264,-79.382458",Dorothy H. Hoover Library - OCAD University,575.0
"43.653264,-79.382458",POD Building,585.0
"43.653264,-79.382458",OCAD at 230 Richmond,594.0
"43.653264,-79.382458",University of Toronto Postgraduate Medical Education,599.0
"43.653264,-79.382458",Ryerson Aboriginal Student Svc,616.0
"43.653264,-79.382458",Mowat Centre,623.0
"43.653264,-79.382458",Kerr Hall West Gym,640.0
"43.653264,-79.382458",Toronto Metropolitan University Park,647.0
"43.653264,-79.382458",Ryerson University Quad,659.0
"43.653264,-79.382458",Rye High Eng,660.0
"43.653264,-79.382458",Rogers Communucation Centre,668.0
"43.653264,-79.382458",Social Body Lab,689.0
"43.653264,-79.382458",Ryerson Hub Cafeteria,696.0
"43.653264,-79.382458",OCAD University Tabletop,702.0
"43.653264,-79.382458",OCAD Graduate Studies,702.0
"43.653264,-79.382458",Rider Training Institute,713.0
"43.653264,-79.382458",Ontario College of Art & Design,716.0
"43.653264,-79.382458",CMU College of Makeup Art & Design,744.0
"43.653264,-79.382458",Smarten Up Institute,761.0
"43.653264,-79.382458",Samuel Lunenfield Research Institute,852.0
"43.653264,-79.382458",Modern Literature and Culture Research Centre,886.0
"43.653264,-79.382458",Martin Prosperity Institute,901.0
"43.653264,-79.382458",Banting Reserch Foundation,903.0
"43.653264,-79.382458",Neill-Wycik College-Hotel,912.0
"43.653264,-79.382458",George Brown College St. James,917.0
"43.653264,-79.382458",George Brown College Gym,939.0
"43.653264,-79.382458",Bloomberg Faculty of Nursing Building,943.0
"43.653264,-79.382458",Recording Arts Canada,964.0
"43.653264,-79.382458",George Brown College St. James Campus,971.0
"43.653264,-79.382458",Toronto Centre For Phenogenomics,971.0
"43.663376,-79.392125",Isabel Bader Theatre,440.0
"43.663376,-79.392125",Convocation Hall,378.0
"43.663376,-79.392125",Hart House Fitness Centre,177.0
"43.663376,-79.392125",Hart House Art Committee,221.0
"43.663376,-79.392125",Carr Hall,237.0
"43.663376,-79.392125",NMR Centre,255.0
"43.663376,-79.392125",JJR Macleod Auditorium,258.0
"43.663376,-79.392125",Medical Sciences Building,265.0
"43.663376,-79.392125",University of Toronto,267.0
"43.663376,-79.392125",Northrop Frye Hall,321.0
"43.663376,-79.392125",Flavelle House,328.0
"43.663376,-79.392125",InteractHome,337.0
"43.663376,-79.392125",Hart House Quad,343.0
"43.663376,-79.392125",Centre for Reformation and Renaissance Studies,344.0
"43.663376,-79.392125",University of Trinity College,358.0
"43.663376,-79.392125",Munk School of Global Affairs,398.0
"43.663376,-79.392125","Faculty of Theology, University of St Michael's College",400.0
"43.663376,-79.392125",Victoria College,400.0
"43.663376,-79.392125",Elmsley Hall,401.0
"43.663376,-79.392125",St. Michael's College,402.0
"43.663376,-79.392125",The Servery,408.0
"43.663376,-79.392125",Engineering & Computer Science Library,419.0
"43.663376,-79.392125",Yoshioka Lab,424.0
"43.663376,-79.392125",U of T Baja SAE Racing Team,430.0
"43.663376,-79.392125",Mechanical Engineering Building,434.0
"43.663376,-79.392125",Dalla Lana School of Public Health,469.0
"43.663376,-79.392125",Banting Reserch Foundation,470.0
"43.663376,-79.392125",A.D. Allen Chemistry Library,473.0
"43.663376,-79.392125",Galbraith Building,494.0
"43.663376,-79.392125",Sidney Smith,514.0
"43.663376,-79.392125",Lash Miller Chemical Laboratories,514.0
"43.663376,-79.392125",Margaret Addison Hall,523.0
"43.663376,-79.392125",Sidney Smith Hall,526.0
"43.663376,-79.392125",Department of Art,537.0
"43.663376,-79.392125",Engineering Science Common Room,541.0
"43.663376,-79.392125",Rotman School of Management,542.0
"43.663376,-79.392125",Ramsay Wright Zoological Laboratories,552.0
"43.663376,-79.392125",Toronto Centre For Phenogenomics,555.0
"43.663376,-79.392125",Thomas Fisher Rare Book Library,561.0
"43.663376,-79.392125",Exam Centre,562.0
"43.663376,-79.392125",McLennan Physical Laboratories,571.0
"43.663376,-79.392125",Statistics Aid Centre,572.0
"43.663376,-79.392125",Koffler Student Services Centre,593.0
"43.663376,-79.392125","Claude T. Bissell Building, Faculty of Information",600.0
"43.663376,-79.392125",University of Toronto - Department of Anthropolgy,618.0
"43.663376,-79.392125",Data Driven Decision Making Lab,619.0
"43.663376,-79.392125",Samuel Lunenfield Research Institute,639.0
"43.663376,-79.392125",Anthropology Building,640.0
"43.663376,-79.392125",Bahen Centre for Information Technology,650.0
"43.663376,-79.392125",Factor-Inwentash Faculty of Social Work,697.0
"43.660439,-79.385525",Isabel Bader Theatre,953.0
"43.660439,-79.385525",Ryerson Recreation and Athletics Centre,548.0
"43.660439,-79.385525",Chestnut Residence,698.0
"43.660439,-79.385525",Convocation Hall,782.0
"43.660439,-79.385525",Banting Reserch Foundation,207.0
"43.660439,-79.385525",Mowat Centre,468.0
"43.660439,-79.385525",Ryerson University Student Learning Centre,475.0
"43.660439,-79.385525",Ryerson University,491.0
"43.660439,-79.385525",Ryerson University Quad,525.0
"43.660439,-79.385525",Toronto Metropolitan University Park,533.0
"43.660439,-79.385525",Samuel Lunenfield Research Institute,547.0
"43.660439,-79.385525",Kerr Hall West Room 057,566.0
"43.660439,-79.385525",Information Technology Management Student Association,571.0
"43.660439,-79.385525","Faculty of Theology, University of St Michael's College",575.0
"43.660439,-79.385525",Ted Rogers School of Management,577.0
"43.660439,-79.385525",Ryerson University Human Resources,583.0
"43.660439,-79.385525",Toronto Centre For Phenogenomics,587.0
"43.660439,-79.385525",NMR Centre,615.0
"43.660439,-79.385525",Ryerson University School of Image Arts,616.0
"43.660439,-79.385525",Victoria Building,624.0
"43.660439,-79.385525",Dalla Lana School of Public Health,635.0
"43.660439,-79.385525",Carr Hall,656.0
"43.660439,-79.385525",University of Toronto Postgraduate Medical Education,660.0
"43.660439,-79.385525",Exam Centre,667.0
"43.660439,-79.385525",U of T Baja SAE Racing Team,670.0
"43.660439,-79.385525",Medical Sciences Building,681.0
"43.660439,-79.385525",JJR Macleod Auditorium,684.0
"43.660439,-79.385525",Rye High Eng,685.0
"43.660439,-79.385525",Creative Innovation Studio,694.0
"43.660439,-79.385525",Mechanical Engineering Building,698.0
"43.660439,-79.385525",InteractHome,727.0
"43.660439,-79.385525",Engineering & Computer Science Library,733.0
"43.660439,-79.385525",Yoshioka Lab,748.0
"43.660439,-79.385525",Infoscape Research Lab,758.0
"43.660439,-79.385525",St. Michael's College,759.0
"43.660439,-79.385525",Elmsley Hall,786.0
"43.660439,-79.385525",Hart House Fitness Centre,789.0
"43.660439,-79.385525",Centre for Reformation and Renaissance Studies,796.0
"43.660439,-79.385525",University of Toronto,812.0
"43.660439,-79.385525",Bloomberg Faculty of Nursing Building,813.0
"43.660439,-79.385525",Hart House Art Committee,830.0
"43.660439,-79.385525",Galbraith Building,843.0
"43.660439,-79.385525",Northrop Frye Hall,849.0
"43.660439,-79.385525",Victoria College,874.0
"43.660439,-79.385525",Toronto Hostels Training Centre,883.0
